antigen_id,antigen_host_class,antigen_host_order,antigen_host_family,antigen_host_genus,antigen_host_species,antigen_collection_location_continent,antigen_collection_location_country,antigen_collection_location_region,antigen_collection_year
EPI425376,Aves,Not Specified,,,,Asia,Vietnam,,2011
EPI425408,Aves,Not Specified,,,,Asia,Vietnam,,2011
EPI1353782,Aves,Anseriformes,Anatidae,,,Asia,Bangladesh,,2012
EPI3084284,Aves,Not Specified,,,,Asia,China,Hunan,2014
EPI10273,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,Banten,2015
EPI226966,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,Banten,2015
EPI840352,Aves,Anseriformes,Anatidae,,,Asia,Indonesia,West Java,2016
EPI2147590,Aves,Anseriformes,Anatidae,Anas,,Asia,Nepal,,2019
EPI527348,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Nepal,,2019
EPI698867,Aves,Anseriformes,Anatidae,,,Asia,Nepal,,2019
EPI1877873,Aves,Not Specified,,,,North America,Canada,Ontario,2022
EPI2029302,Aves,Not Specified,,,,North America,United States,Minnesota,2022
EPI2029310,Aves,Not Specified,,,,North America,United States,Minnesota,2022
EPI2050752,Aves,Not Specified,,,,North America,United States,Minnesota,2022
EPI2076293,Aves,Anseriformes,Anatidae,Branta,leucopsis,North America,United States,Massachusetts,2022
EPI2100255,Aves,Anseriformes,Anatidae,Anser,anser,North America,United States,,2022
EPI2119170,Aves,Not Specified,,,,North America,United States,South Dakota,2022
EPI2119222,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2119267,Aves,Not Specified,,,,North America,United States,Massachusetts,2022
EPI2150683,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2150691,Aves,Not Specified,,,,North America,United States,Massachusetts,2022
EPI2178822,Aves,Not Specified,,,,North America,United States,Pennsylvania,2022
EPI2223249,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2310064,Aves,Not Specified,,,,North America,United States,Massachusetts,2022
EPI2475699,Aves,Not Specified,,,,North America,United States,Missouri,2022
EPI2475707,Aves,Anseriformes,Anatidae,Cygnus,olor,North America,United States,Missouri,2022
EPI2559615,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,Iowa,2022
EPI2559655,Aves,Charadriiformes,Laridae,,,North America,United States,Iowa,2022
EPI2559663,Aves,Charadriiformes,Laridae,,,North America,United States,Minnesota,2022
EPI2576558,Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus,Asia,Japan,Miyagi,2022
EPI2614647,Aves,Not Specified,,,,North America,United States,South Dakota,2022
EPI2614655,Aves,Not Specified,,,,North America,United States,South Dakota,2022
EPI2648209,Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus,North America,United States,New York,2022
EPI2702334,Aves,Anseriformes,Anatidae,,,North America,United States,North Dakota,2022
EPI2702338,Aves,Anseriformes,Anatidae,,,North America,United States,North Dakota,2022
EPI2702397,Aves,Anseriformes,Anatidae,,,North America,United States,Kansas,2022
EPI2703076,Aves,Anseriformes,Anatidae,,,North America,United States,North Dakota,2022
EPI2704741,Aves,Anseriformes,Anatidae,,,Europe,Netherlands,South Holland,2022
EPI2705047,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,North Dakota,2022
EPI2705127,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,North Dakota,2022
EPI2705245,Aves,Anseriformes,Anatidae,,,North America,United States,North Dakota,2022
EPI2705247,Aves,Anseriformes,Anatidae,,,North America,United States,North Dakota,2022
EPI2705388,Aves,Anseriformes,Anatidae,,,North America,United States,Iowa,2022
EPI2705490,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,Iowa,2022
EPI2706292,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,Minnesota,2022
EPI2706327,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,Minnesota,2022
EPI2706421,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,Minnesota,2022
EPI2706520,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,Minnesota,2022
EPI2708800,Aves,Not Specified,,,,North America,United States,Florida,2022
EPI2708822,Aves,Not Specified,,,,North America,United States,Ohio,2022
EPI2708824,Aves,Accipitriformes,Accipitridae,,,North America,United States,Florida,2022
EPI2709629,Aves,Not Specified,,,,North America,United States,Missouri,2022
EPI2710257,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2710350,Aves,Not Specified,,,,North America,United States,Minnesota,2022
EPI2710410,Aves,Anseriformes,Anatidae,,,North America,United States,Minnesota,2022
EPI2710572,Aves,Anseriformes,Anatidae,,,North America,United States,Minnesota,2022
EPI2710695,Aves,Anseriformes,Anatidae,,,North America,United States,Minnesota,2022
EPI2712365,Aves,Anseriformes,Anatidae,,,North America,United States,Minnesota,2022
EPI2712404,Aves,Not Specified,,,,North America,United States,Minnesota,2022
EPI2931698,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,North Dakota,2022
EPI2072016,Aves,Galliformes,Phasianidae,Meleagris,gallopavo,Europe,United Kingdom,England,2023
EPI2072064,Aves,Anseriformes,Anatidae,Anser,anser,Europe,United Kingdom,England,2023
EPI2073615,Aves,Not Specified,,,,South America,Chile,Region de la Araucania,2023
EPI593750,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,,2007
EPI2162812,Aves,Anseriformes,Anatidae,Anas,,Asia,Bangladesh,,2014
EPI2162817,Aves,Anseriformes,Anatidae,Anas,,Asia,Bangladesh,,2014
EPI2584365,Aves,Anseriformes,Anatidae,,,Asia,Bangladesh,,2014
EPI3084102,Aves,Not Specified,,,,Asia,Bangladesh,,2014
EPI2893536,Aves,Anseriformes,Anatidae,,,Europe,Romania,Sinoie Lake - Island Ceaplaca,2015
EPI1863830,Aves,Accipitriformes,Accipitridae,Circus,aeruginosus,Europe,Spain,,2022
EPI1962009,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,United Kingdom,England,2022
EPI2071664,Aves,Galliformes,Phasianidae,Phasianus,colchicus,North America,United States,Wyoming,2022
EPI2071696,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,Wyoming,2022
EPI2223271,Aves,Not Specified,,,,North America,United States,Ohio,2022
EPI2248055,Aves,Anseriformes,Anatidae,,,North America,United States,South Dakota,2022
EPI2260510,Aves,Not Specified,,,,North America,Canada,Ontario,2022
EPI2428697,Aves,Not Specified,,,,North America,United States,South Dakota,2022
EPI2614502,Aves,Not Specified,,,,Europe,Romania,Judetul Giurgiu,2022
EPI2648140,Aves,Galliformes,Phasianidae,Meleagris,,Europe,United Kingdom,Scotland,2022
EPI2702322,Aves,Anseriformes,Anatidae,,,North America,United States,North Dakota,2022
EPI2702381,Aves,Anseriformes,Anatidae,,,North America,United States,North Dakota,2022
EPI2702429,Aves,Anseriformes,Anatidae,,,North America,United States,North Dakota,2022
EPI2706752,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,South Dakota,2022
EPI2706793,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,Minnesota,2022
EPI2707775,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,Wyoming,2022
EPI2707807,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,Wyoming,2022
EPI2707995,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,Wyoming,2022
EPI2710162,Aves,Not Specified,,,,North America,United States,Ohio,2022
EPI2711060,Aves,Anseriformes,Anatidae,,,North America,United States,Minnesota,2022
EPI2930806,Aves,Falconiformes,Falconidae,Falco,peregrinus,North America,United States,South Dakota,2022
EPI3158678,Mammalia,Artiodactyla,Bovidae,Bos,taurus,North America,United States,Minnesota,2022
EPI3158693,Mammalia,Artiodactyla,Bovidae,Bos,taurus,North America,United States,Minnesota,2022
EPI3158709,Mammalia,Artiodactyla,Bovidae,Bos,taurus,North America,United States,South Dakota,2022
EPI3158725,Mammalia,Artiodactyla,Bovidae,Bos,taurus,North America,United States,South Dakota,2022
EPI2243539,Aves,Not Specified,,,,South America,Chile,Region del Biobio,2023
EPI2613974,Aves,Not Specified,,,,North America,United States,Minnesota,2023
EPI2807986,Aves,Anseriformes,Anatidae,,,Asia,Laos,,2023
EPI136759,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Czech Republic,Jihocesky Kraj,2006
EPI321313,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,,2007
EPI107967,Aves,Not Specified,,,,Asia,Vietnam,,2010
EPI3116445,Environment,Not Specified,,,,Asia,Bangladesh,,2012
EPI1943844,Aves,Galliformes,Phasianidae,Meleagris,,Europe,United Kingdom,England,2022
EPI2035089,Aves,Not Specified,,,,North America,United States,Iowa,2022
EPI2071720,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,North Carolina,2022
EPI2071728,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,North Carolina,2022
EPI2260494,Aves,Not Specified,,,,North America,Canada,Ontario,2022
EPI2428649,Aves,Not Specified,,,,North America,United States,South Dakota,2022
EPI2429207,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2550363,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,South Dakota,2022
EPI2550387,Aves,Anseriformes,Anatidae,,,North America,United States,South Dakota,2022
EPI2666831,Aves,Not Specified,,,,North America,United States,South Dakota,2022
EPI2666839,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,South Dakota,2022
EPI2666863,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2666871,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,North Carolina,2022
EPI2702480,Aves,Anseriformes,Anatidae,,,North America,United States,Wisconsin,2022
EPI2704704,Aves,Anseriformes,Anatidae,,,Europe,Netherlands,Provincie Gelderland,2022
EPI2704716,Aves,Anseriformes,Anatidae,,,Europe,Netherlands,Provincie Gelderland,2022
EPI2706691,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,South Dakota,2022
EPI2707446,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,South Dakota,2022
EPI2708246,Aves,Accipitriformes,Accipitridae,,,North America,United States,North Dakota,2022
EPI2708620,Aves,Not Specified,,,,North America,United States,Florida,2022
EPI2710306,Aves,Anseriformes,Anatidae,,,North America,United States,North Carolina,2022
EPI2711050,Aves,Anseriformes,Anatidae,,,North America,United States,South Dakota,2022
EPI2712831,Aves,Anseriformes,Anatidae,,,North America,United States,North Dakota,2022
EPI2930726,Aves,Galliformes,Phasianidae,Meleagris,gallopavo,North America,United States,Iowa,2022
EPI1963400,Aves,Anseriformes,Anatidae,,,South America,Chile,Region de Atacama,2023
EPI1998430,Aves,Not Specified,,,,North America,Canada,British Columbia,2023
EPI2035065,Aves,Not Specified,,,,Asia,Japan,Hokkaido,2023
EPI2188251,Aves,Charadriiformes,Laridae,Sterna,hirundo,Europe,Netherlands,"Ijmuiden, Forteiland",2023
EPI2188283,Aves,Anseriformes,Anatidae,Anser,caerulescens,Europe,Netherlands,"Ijmuiden, Forteiland",2023
EPI2198764,Aves,Not Specified,,,,Europe,Czech Republic,Plzensky Kraj,2023
EPI2559559,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Italy,Verona,2023
EPI2576606,Aves,Anseriformes,Anatidae,Cygnus,,Europe,Austria,Bundesland Wien,2023
EPI2856106,Aves,Not Specified,,,,Asia,Indonesia,Central Java,2023
EPI2856367,Aves,Not Specified,,,,North America,Canada,British Columbia,2023
EPI2856891,Aves,Not Specified,,,,North America,Canada,British Columbia,2023
EPI2872941,Aves,Galliformes,Phasianidae,Gallus,gallus,South America,Argentina,Provincia de Santa Fe,2023
EPI127708,Aves,Anseriformes,Anatidae,,,Europe,Croatia,Grad Zagreb,2006
EPI1377620,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,West Java,2008
EPI425144,Aves,Not Specified,,,,Asia,Vietnam,,2011
EPI1777308,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Nepal,,2013
EPI1777420,Environment,Not Specified,,,,Asia,Nepal,,2013
EPI1961993,Aves,Galliformes,Phasianidae,Meleagris,,Europe,United Kingdom,England,2022
EPI2008085,Aves,Not Specified,,,,North America,United States,Ohio,2022
EPI2119178,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2219533,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,United Kingdom,Scotland,2022
EPI2247956,Aves,Anseriformes,Anatidae,,,North America,United States,Iowa,2022
EPI2248039,Aves,Anseriformes,Anatidae,,,North America,United States,Iowa,2022
EPI2248047,Aves,Anseriformes,Anatidae,,,North America,United States,Iowa,2022
EPI2428315,Aves,Not Specified,,,,North America,United States,North Dakota,2022
EPI2428339,Aves,Not Specified,,,,North America,United States,Minnesota,2022
EPI2540332,Mammalia,Not Specified,,,,North America,United States,Maine,2022
EPI2540340,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2550291,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,New York,2022
EPI2550299,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,New York,2022
EPI2550307,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,Minnesota,2022
EPI2550323,Aves,Anseriformes,Anatidae,,,North America,United States,Minnesota,2022
EPI2550371,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,New York,2022
EPI2550379,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,Minnesota,2022
EPI2550403,Aves,Galliformes,Numididae,,,North America,United States,New York,2022
EPI2648174,Aves,Anseriformes,Anatidae,,,North America,United States,Wyoming,2022
EPI2666815,Aves,Not Specified,,,,North America,United States,South Dakota,2022
EPI2666823,Aves,Not Specified,,,,North America,United States,South Dakota,2022
EPI2666847,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,North Dakota,2022
EPI2666855,Aves,Not Specified,,,,North America,United States,North Dakota,2022
EPI2703010,Aves,Not Specified,,,,North America,United States,Michigan,2022
EPI2704748,Aves,Anseriformes,Anatidae,,,Europe,Netherlands,Provincie Gelderland,2022
EPI2705078,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,Iowa,2022
EPI2706279,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,Minnesota,2022
EPI2706836,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,Minnesota,2022
EPI2707104,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,Minnesota,2022
EPI2707195,Aves,Accipitriformes,Accipitridae,,,North America,United States,Iowa,2022
EPI2707222,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,Iowa,2022
EPI2707254,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,South Dakota,2022
EPI2707270,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,South Dakota,2022
EPI2707489,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,South Dakota,2022
EPI2707897,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,North Dakota,2022
EPI2707969,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,Wyoming,2022
EPI2708791,Aves,Not Specified,,,,North America,United States,Wisconsin,2022
EPI2708961,Aves,Not Specified,,,,North America,United States,Vermont,2022
EPI2709266,Aves,Not Specified,,,,North America,United States,Vermont,2022
EPI2709741,Aves,Not Specified,,,,North America,United States,New York,2022
EPI2709837,Aves,Not Specified,,,,North America,United States,New York,2022
EPI2710302,Aves,Not Specified,,,,North America,United States,Maine,2022
EPI2712372,Aves,Not Specified,,,,North America,United States,Wisconsin,2022
EPI2782536,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,Iowa,2022
EPI2782544,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,Minnesota,2022
EPI2893379,Aves,Not Specified,,,,Europe,Belgium,Provincie West-Vlaanderen,2022
EPI3017750,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,Minnesota,2022
EPI2072160,Aves,Anseriformes,Anatidae,,,Europe,United Kingdom,Scotland,2023
EPI2247340,Aves,Charadriiformes,Laridae,Larus,argentatus,Europe,Austria,Bundesland Salzburg,2023
EPI2540306,Mammalia,Not Specified,,,,Europe,Sweden,Kalmar Lan,2023
EPI2540348,Aves,Not Specified,,,,Europe,Sweden,Skane Lan,2023
EPI2614030,Aves,Not Specified,,,,North America,United States,Idaho,2023
EPI2614038,Aves,Not Specified,,,,North America,United States,Idaho,2023
EPI2856060,Aves,Not Specified,,,,Asia,Indonesia,Central Java,2023
EPI1950431,Aves,Anseriformes,,,,Asia,Japan,Hokkaido,2024
EPI2608619,Mammalia,Carnivora,Canidae,,,North America,United States,Texas,2024
EPI124614,Mammalia,Primates,Hominidae,Homo,sapiens,Europe,Sweden,,2006
EPI124616,Mammalia,Primates,Hominidae,Homo,sapiens,Europe,Sweden,,2006
EPI136755,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Jihocesky Kraj,2006
EPI231227,Aves,Anseriformes,Anatidae,Cygnus,,Europe,Austria,,2006
EPI649152,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Austria,,2006
EPI184806,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Bangladesh,,2009
EPI347303,Aves,Not Specified,,,,Asia,Vietnam,Tinh Thanh Hoa,2010
EPI542922,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Cambodia,,2012
EPI352325,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,East Java,2016
EPI840339,Aves,Anseriformes,Anatidae,,,Asia,Indonesia,Central Java,2016
EPI1556528,Aves,Anseriformes,Anatidae,,,Asia,Bangladesh,,2017
EPI2067291,Aves,Not Specified,,,,North America,United States,Texas,2022
EPI2067323,Aves,Not Specified,,,,North America,United States,Texas,2022
EPI2219638,Aves,Sphenisciformes,Spheniscidae,,,North America,United States,Minnesota,2022
EPI2223287,Aves,Not Specified,,,,North America,United States,Iowa,2022
EPI2223295,Aves,Not Specified,,,,North America,United States,South Dakota,2022
EPI2263786,Aves,Not Specified,,,,North America,United States,South Dakota,2022
EPI2428215,Aves,Not Specified,,,,North America,United States,Wisconsin,2022
EPI2428987,Aves,Not Specified,,,,North America,United States,Iowa,2022
EPI2550395,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,Wyoming,2022
EPI2702489,Aves,Anseriformes,Anatidae,,,North America,United States,North Dakota,2022
EPI2702646,Aves,Anseriformes,Anatidae,Cygnus,,North America,United States,North Dakota,2022
EPI2702670,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,North Dakota,2022
EPI2703417,Aves,Anseriformes,Anatidae,,,North America,United States,South Dakota,2022
EPI2703576,Aves,Not Specified,,,,North America,United States,Texas,2022
EPI2703668,Aves,Galliformes,Phasianidae,,,North America,United States,New York,2022
EPI2703680,Aves,Not Specified,,,,North America,United States,Texas,2022
EPI2703713,Aves,Not Specified,,,,North America,United States,Texas,2022
EPI2707666,Aves,Galliformes,Phasianidae,Meleagris,,North America,United States,South Dakota,2022
EPI2709234,Aves,Not Specified,,,,North America,United States,Illinois,2022
EPI2709306,Aves,Not Specified,,,,North America,United States,Wyoming,2022
EPI2709330,Aves,Not Specified,,,,North America,United States,Illinois,2022
EPI2709746,Aves,Not Specified,,,,North America,United States,Minnesota,2022
EPI2710248,Aves,Not Specified,,,,North America,United States,Missouri,2022
EPI2710766,Aves,Not Specified,,,,North America,United States,Minnesota,2022
EPI2712682,Aves,Anseriformes,Anatidae,,,North America,United States,Wisconsin,2022
EPI2868729,Aves,Not Specified,,,,North America,United States,Texas,2022
EPI2869900,Aves,Not Specified,,,,Asia,Japan,Hokkaido,2022
EPI3115761,Aves,Not Specified,,,,North America,United States,Minnesota,2022
EPI3115769,Aves,Not Specified,,,,North America,United States,Illinois,2022
EPI3115777,Aves,Not Specified,,,,North America,United States,Illinois,2022
EPI1946311,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Germany,Lower Saxony,2023
